 Flow_Duration, Total_Fwd_Packets,Total_Backward_Packets,Total_Length_of_Fwd_Packets,Total_Length_of_Bwd_Packets, Fwd_Packet_Length_Max,Fwd_Packet_Length_Min, Fwd_Packet_Length_Mean, Fwd_Packet_Length_Std,Bwd_Packet_Length_Max, Bwd_Packet_Length_Min, Bwd_Packet_Length_Mean, Bwd_Packet_Length_Std,Flow_Bytes, Flow_Packets,Class
190011,1,1,41,133,41,41,41,0,133,133,133,0,915.7364574,10.52570641,BENIGN
178,2,2,84,212,42,42,42,0,106,106,106,0,1662921.348,22471.91011,BENIGN
7121477,1,6,6,36,6,6,6,0,6,6,6,0,5.897652973,0.982942162,BENIGN
164,2,2,86,118,43,43,43,0,59,59,59,0,1243902.439,24390.2439,BENIGN
1061160,11,9,595,5389,199,0,54.09090909,72.88272024,2076,0,598.7777778,823.6743558,5639.111915,18.84729918,BENIGN
1183990,2,0,0,0,0,0,0,0,0,0,0,0,0,1.689203456,BENIGN
9489,2,0,12,0,6,6,6,0,0,0,0,0,1264.622194,210.7703657,BENIGN
493718,9,8,5617,4808,2613,0,624.1111111,922.6637313,1460,0,601,649.3849838,21115.29254,34.43261133,BENIGN
31039,1,1,55,183,55,55,55,0,183,183,183,0,7667.772802,64.43506556,BENIGN
79631,1,1,50,78,50,50,50,0,78,78,78,0,1607.414198,25.11584684,BENIGN
186,2,2,60,264,30,30,30,0,132,132,132,0,1741935.484,21505.37634,BENIGN
53,1,2,6,12,6,6,6,0,6,6,6,0,339622.6415,56603.77358,BENIGN
60184,1,1,49,49,49,49,49,0,49,49,49,0,1628.339758,33.23142363,BENIGN
31522,1,1,41,114,41,41,41,0,114,114,114,0,4917.200685,63.44775078,BENIGN
52,1,1,0,0,0,0,0,0,0,0,0,0,0,38461.53846,BENIGN
3,2,0,12,0,6,6,6,0,0,0,0,0,4000000,666666.6667,BENIGN
15420811,6,6,759,233,735,0,126.5,298.1125626,209,0,38.83333333,83.39884092,64.32865301,0.77816919,BENIGN
31753,2,2,112,224,56,56,56,0,112,112,112,0,10581.67732,125.9723491,BENIGN
67016291,2,2,96,96,48,48,48,0,48,48,48,0,2.864975025,0.05968698,BENIGN
172344,1,1,49,155,49,49,49,0,155,155,155,0,1183.679153,11.60469758,BENIGN
1,2,0,12,0,6,6,6,0,0,0,0,0,12000000,2000000,BENIGN
36331,1,1,0,0,0,0,0,0,0,0,0,0,0,55.04940684,BENIGN
141,2,2,72,104,36,36,36,0,52,52,52,0,1248226.95,28368.79433,BENIGN
60092,1,1,44,150,44,44,44,0,150,150,150,0,3228.383146,33.28230047,BENIGN
235,2,2,70,186,35,35,35,0,93,93,93,0,1089361.702,17021.2766,BENIGN
29,1,1,6,6,6,6,6,0,6,6,6,0,413793.1034,68965.51724,BENIGN
30329,1,1,51,112,51,51,51,0,112,112,112,0,5374.394144,65.94348643,BENIGN
470,2,2,356,358,178,178,178,0,179,179,179,0,1519148.936,8510.638298,BENIGN
49346,1,1,46,62,46,46,46,0,62,62,62,0,2188.627244,40.53013415,BENIGN
116944,4,2,172,250,43,43,43,0,125,125,125,0,3608.564783,51.30660829,BENIGN
23935,2,2,94,256,47,47,47,0,128,128,128,0,14622.93712,167.1192814,BENIGN
30838,1,1,47,175,47,47,47,0,175,175,175,0,7198.910435,64.85504897,BENIGN
90,1,2,6,12,6,6,6,0,6,6,6,0,200000,33333.33333,BENIGN
172,2,2,154,218,77,77,77,0,109,109,109,0,2162790.698,23255.81395,BENIGN
213559,8,11,550,3953,197,0,68.75,80.76907117,1410,0,359.3636364,554.8191188,21085.50799,88.96838813,BENIGN
31160,2,2,70,208,35,35,35,0,104,104,104,0,8921.69448,128.3697047,BENIGN
46037242,8,11,316,3766,280,0,39.5,97.19935332,1460,0,342.3636364,604.9421911,88.66734458,0.412709345,BENIGN
3,2,0,0,0,0,0,0,0,0,0,0,0,0,666666.6667,BENIGN
202,2,2,46,46,23,23,23,0,23,23,23,0,455445.5446,19801.9802,BENIGN
241,2,2,56,204,28,28,28,0,102,102,102,0,1078838.174,16597.51037,BENIGN
5393697,8,4,380,2783,199,0,47.5,74.19279903,2726,0,695.75,1353.691342,586.4252293,2.22481908,BENIGN
141,2,2,86,118,43,43,43,0,59,59,59,0,1446808.511,28368.79433,BENIGN
115187940,22,18,1330,4632,949,0,60.45454545,205.0256029,1418,0,257.3333333,492.2535215,51.75889073,0.347258576,BENIGN
205,2,2,76,376,38,38,38,0,188,188,188,0,2204878.049,19512.19512,BENIGN
34,1,1,6,6,6,6,6,0,6,6,6,0,352941.1765,58823.52941,BENIGN
492,3,0,0,0,0,0,0,0,0,0,0,0,0,6097.560976,BENIGN
95941183,5,9,11607,62,8760,0,2321.4,3802.315321,20,0,6.888888889,5.30199124,121.6266012,0.145922737,BENIGN
1930277,1,5,6,30,6,6,6,0,6,6,6,0,18.65017301,3.108362168,BENIGN
417610,3,4,649,421,649,0,216.3333333,374.7003247,421,0,105.25,210.5,2562.199181,16.76205072,BENIGN
5078720,3,1,12,0,6,0,4,3.464101615,0,0,0,0,2.362800076,0.787600025,BENIGN
52772864,2,2,91,265,50,41,45.5,6.363961031,144,121,132.5,16.26345597,6.745891222,0.075796531,BENIGN
51776136,16,12,2512,4785,1619,0,157,409.622916,1590,0,398.75,595.5900245,140.9336533,0.54078968,BENIGN
60178,1,1,50,190,50,50,50,0,190,190,190,0,3988.168434,33.23473695,BENIGN
169,1,1,0,0,0,0,0,0,0,0,0,0,0,11834.31953,BENIGN
694887,1,6,1375,30,1375,1375,1375,0,6,0,5,2.449489743,2021.911476,10.07358031,BENIGN
364,1,1,41,95,41,41,41,0,95,95,95,0,373626.3736,5494.505495,BENIGN
4097386,5,3,449,1780,431,0,89.8,190.7542922,1774,0,593.3333333,1022.491728,544.0053732,1.952464327,BENIGN
7476763,6,9,12976,56,5840,0,2162.666667,2213.464404,20,0,6.222222222,5.783117191,1743.00028,2.006215792,BENIGN
3,2,0,2071,0,2065,6,1035.5,1455.932862,0,0,0,0,690000000,666666.6667,BENIGN
320710,2,2,82,176,41,41,41,0,88,88,88,0,804.4650931,12.47232702,BENIGN
49011,1,1,46,286,46,46,46,0,286,286,286,0,6773.989513,40.80716574,BENIGN
3656823,9,11,703,3950,267,0,78.11111111,103.3022803,1448,0,359.0909091,569.9183195,1272.415974,5.469228344,BENIGN
110200306,28,23,4933,8660,1341,0,176.1785714,338.9889164,1418,0,376.5217391,507.3901018,123.3481148,0.462793633,BENIGN
15,1,1,6,6,6,6,6,0,6,6,6,0,800000,133333.3333,BENIGN
37,13,0,3029,0,233,233,233,0,0,0,0,0,81900000,351351.3514,BENIGN
119315325,28,33,1570,40693,295,0,56.07142857,94.11101741,2920,0,1233.121212,865.2032188,354.2126713,0.511250336,BENIGN
6116001,7,4,599,137,517,0,85.57142857,191.3085267,137,0,34.25,68.5,120.3400719,1.798560857,BENIGN
2034098,6,4,208,396,35,34,34.66666667,0.516397779,108,90,99,10.39230485,296.9375124,4.916183979,BENIGN
117233296,28,24,2026,7743,577,0,72.35714286,174.9709424,1596,0,322.625,552.3982348,83.32956876,0.443559993,BENIGN
133630,7,10,3393,6991,2853,0,484.7142857,1051.964308,2373,2,699.1,891.928678,77707.1017,127.2169423,BENIGN
9865922,5,0,30,0,6,6,6,0,0,0,0,0,3.040770036,0.506795006,DDoS
1875517,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1998.0254,6199.357297,4.798676845,DDoS
60510,3,6,26,11601,20,0,8.666666667,10.26320288,5840,0,1933.5,2201.078258,192150.0578,148.7357462,DDoS
81875912,8,5,56,11601,20,0,7,5.656854249,4380,0,2320.2,2207.341206,142.3739866,0.158776857,DDoS
550776,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,21121.10913,12.709341,DDoS
8082373,4,0,24,0,6,6,6,0,0,0,0,0,2.969424945,0.494904157,DDoS
80925,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,143750.3862,111.2140871,DDoS
6714875,5,0,30,0,6,6,6,0,0,0,0,0,4.467692995,0.744615499,DDoS
9977618,4,0,24,0,6,6,6,0,0,0,0,0,2.40538373,0.400897288,DDoS
847389,3,6,26,11601,20,0,8.666666667,10.26320288,5840,0,1933.5,2189.772933,13720.97112,10.62086008,DDoS
4090921,4,0,24,0,6,6,6,0,0,0,0,0,5.866649588,0.977774931,DDoS
664101,3,5,26,11601,20,0,8.666666667,10.26320288,7300,0,2320.2,3022.508098,17507.87907,12.04636042,DDoS
1709768,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,6803.847072,4.094122711,DDoS
1357576,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,8564.529721,5.156249079,DDoS
8038988,4,0,24,0,6,6,6,0,0,0,0,0,2.985450407,0.497575068,DDoS
4647902,5,0,30,0,6,6,6,0,0,0,0,0,6.454525074,1.075754179,DDoS
10100725,4,0,24,0,6,6,6,0,0,0,0,0,2.376067064,0.396011177,DDoS
578754,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,20100.07706,13.82279863,DDoS
7916710,5,0,30,0,6,6,6,0,0,0,0,0,3.789452942,0.63157549,DDoS
63057,3,5,26,11607,20,0,8.666666667,10.26320288,7300,0,2321.4,3346.363967,184483.8797,126.8693404,DDoS
1775561,3,5,26,11601,20,0,8.666666667,10.26320288,4380,0,2320.2,2207.341206,6548.352887,4.505618224,DDoS
70975927,9,4,62,11607,20,0,6.888888889,5.30199124,11595,0,2901.75,5795.50069,164.4078562,0.183160693,DDoS
37967,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,306239.6292,237.0479627,DDoS
48085,3,6,26,11607,20,0,8.666666667,10.26320288,5755,0,1934.5,2529.124572,241925.7565,187.1685557,DDoS
1757448,3,6,26,11607,20,0,8.666666667,10.26320288,5755,0,1934.5,2529.124572,6619.257014,5.121061903,DDoS
855036,3,5,26,11607,20,0,8.666666667,10.26320288,5840,0,2321.4,3173.373883,13605.2751,9.356331195,DDoS
1622031,4,0,24,0,6,6,6,0,0,0,0,0,14.79626468,2.466044114,DDoS
2268962,5,0,30,0,6,6,6,0,0,0,0,0,13.22190499,2.203650832,DDoS
80321279,8,5,56,11607,20,0,7,5.656854249,7215,0,2321.4,3327.769794,145.2043611,0.161850012,DDoS
8069813,4,0,24,0,6,6,6,0,0,0,0,0,2.97404661,0.495674435,DDoS
95940827,8,4,56,11601,20,0,7,5.656854249,8760,0,2900.25,4128.319301,121.5019754,0.125077096,DDoS
1226856,3,5,26,11607,20,0,8.666666667,10.26320288,10220,0,2321.4,4455.182578,9481.960393,6.52073267,DDoS
1791981,5,0,30,0,6,6,6,0,0,0,0,0,16.74124893,2.790208155,DDoS
10857732,5,0,30,0,6,6,6,0,0,0,0,0,2.763007965,0.460501328,DDoS
821452,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1973.024455,14154.20499,10.95620925,DDoS
1841251,3,6,26,11607,20,0,8.666666667,10.26320288,7300,0,1934.5,2863.744245,6317.987064,4.887981052,DDoS
1159845,3,5,26,11601,20,0,8.666666667,10.26320288,7215,0,2320.2,2991.555649,10024.61536,6.897473369,DDoS
8361052,7,5,50,11601,20,0,7.142857143,6.094494002,5840,0,2320.2,2436.833027,1393.484935,1.435226094,DDoS
7651807,4,0,24,0,6,6,6,0,0,0,0,0,3.136514029,0.522752338,DDoS
2806852,4,0,24,0,6,6,6,0,0,0,0,0,8.550504266,1.425084044,DDoS
41804,3,5,26,11601,20,0,8.666666667,10.26320288,5840,0,2320.2,2634.749552,278131.2793,191.369247,DDoS
828012,4,0,24,0,6,6,6,0,0,0,0,0,28.98508717,4.830847862,DDoS
987093,3,4,26,11601,20,0,8.666666667,10.26320288,7215,0,2900.25,3540.00286,11779.03197,7.091530383,DDoS
9407830,4,0,24,0,6,6,6,0,0,0,0,0,2.551066505,0.425177751,DDoS
1238472,3,7,26,11601,20,0,8.666666667,10.26320288,2920,0,1657.285714,1299.172136,9388.181566,8.074465955,DDoS
8947784,4,0,24,0,6,6,6,0,0,0,0,0,2.68222836,0.44703806,DDoS
921839,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,12619.34025,7.593516872,DDoS
1218605,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,9546.161389,6.564883617,DDoS
1177149,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,9877.254281,7.64559117,DDoS
80829970,8,6,56,11607,20,0,7,5.656854249,5840,0,1934.5,2538.919278,144.2905398,0.173203083,DDoS
78396621,8,5,56,11607,20,0,7,5.656854249,10220,0,2321.4,4455.182578,148.769167,0.165823473,DDoS
82337,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2375.523332,141285.2059,109.306873,DDoS
7301832,4,0,24,0,6,6,6,0,0,0,0,0,3.28684637,0.547807728,DDoS
1041101,3,5,26,11607,20,0,8.666666667,10.26320288,8675,0,2321.4,3769.536019,11173.74779,7.684172813,DDoS
8235768,5,0,30,0,6,6,6,0,0,0,0,0,3.642647535,0.607107922,DDoS
1959556,4,0,24,0,6,6,6,0,0,0,0,0,12.24767243,2.041278739,DDoS
4655843,5,0,30,0,6,6,6,0,0,0,0,0,6.443516244,1.073919374,DDoS
532652,3,4,26,11601,20,0,8.666666667,10.26320288,10135,0,2900.25,4871.82583,21828.51092,13.14178863,DDoS
76549666,8,6,56,11601,20,0,7,5.656854249,4380,0,1933.5,1757.789948,152.2802203,0.1828878,DDoS
88186693,9,6,62,11601,20,0,6.888888889,5.30199124,5840,0,1933.5,2189.772933,132.2535136,0.17009369,DDoS
1176962,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,9883.921486,7.646805929,DDoS
46074,4,0,24,0,6,6,6,0,0,0,0,0,520.901159,86.81685983,DDoS
719973,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,16149.21671,9.722586819,DDoS
50757,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,229190.0625,177.3154442,DDoS
8128809,5,0,30,0,6,6,6,0,0,0,0,0,3.69057755,0.615096258,DDoS
10091740,4,0,24,0,6,6,6,0,0,0,0,0,2.378182553,0.396363759,DDoS
178134,3,5,26,11607,20,0,8.666666667,10.26320288,5840,0,2321.4,3173.373883,65304.77057,44.91001156,DDoS
3049920,5,0,30,0,6,6,6,0,0,0,0,0,9.836323576,1.639387263,DDoS
3490650,4,0,24,0,6,6,6,0,0,0,0,0,6.875510292,1.145918382,DDoS
10969737,4,0,24,0,6,6,6,0,0,0,0,0,2.18783732,0.364639553,DDoS
77033837,9,4,62,11607,20,0,6.888888889,5.30199124,11595,0,2901.75,5795.50069,151.4788884,0.16875701,DDoS
32940,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,352975.1063,212.5075896,DDoS
6872865,5,0,30,0,6,6,6,0,0,0,0,0,4.364991892,0.727498649,DDoS
1492975,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,7791.825047,4.688625061,DDoS
927996,4,0,24,0,6,6,6,0,0,0,0,0,25.86218044,4.310363407,DDoS
24083282,4,0,24,0,6,6,6,0,0,0,0,0,0.996541917,0.166090319,DDoS
78282918,8,4,56,11601,20,0,7,5.656854249,10220,0,2900.25,4922.508194,148.9086035,0.153290147,DDoS
81880943,8,6,56,11601,20,0,7,5.656854249,7215,0,1933.5,2684.046479,142.3652388,0.170979956,DDoS
9980715,5,0,30,0,6,6,6,0,0,0,0,0,3.005796679,0.500966113,DDoS
1023810,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,11362.45983,8.790693586,DDoS
97905642,8,6,56,11607,20,0,7,5.656854249,4380,0,1934.5,2177.344966,119.1249019,0.142994824,DDoS
4553899,5,0,30,0,6,6,6,0,0,0,0,0,6.587761389,1.097960231,DDoS
5996859,5,0,30,0,6,6,6,0,0,0,0,0,5.002618871,0.833769812,DDoS
7158844,5,0,30,0,6,6,6,0,0,0,0,0,4.19062072,0.698436787,DDoS
1121407,3,4,26,11601,20,0,8.666666667,10.26320288,10220,0,2900.25,4922.508194,10368.22492,6.242158289,DDoS
279657,3,5,26,11607,20,0,8.666666667,10.26320288,5840,0,2321.4,3173.373883,41597.38537,28.6064715,DDoS
8138788,5,0,30,0,6,6,6,0,0,0,0,0,3.686052518,0.614342086,DDoS
7408803,4,0,24,0,6,6,6,0,0,0,0,0,3.239389683,0.53989828,DDoS
100547022,8,6,56,11601,20,0,7,5.656854249,4380,0,1933.5,1757.789948,115.9358056,0.139238336,DDoS
73005441,8,5,56,11607,20,0,7,5.656854249,7215,0,2321.4,3327.769794,159.7552161,0.17806892,DDoS
1155792,3,5,26,11601,20,0,8.666666667,10.26320288,8760,0,2320.2,3668.897,10059.76854,6.921660645,DDoS
54859,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,211943.3457,164.056946,DDoS
309343,3,5,26,11601,20,0,8.666666667,10.26320288,4380,0,2320.2,2207.341206,37586.10992,25.8612608,DDoS
33997,3,5,26,11601,20,0,8.666666667,10.26320288,5840,0,2320.2,2436.833027,342000.7648,235.3148807,DDoS
438521,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,26514.12361,15.96274751,DDoS
4099893,5,0,30,0,6,6,6,0,0,0,0,0,7.317264133,1.219544022,DDoS
389921,3,4,26,11601,20,0,8.666666667,10.26320288,8675,0,2900.25,4088.041942,29818.86074,17.95235445,DDoS
99194217,9,5,62,11601,20,0,6.888888889,5.30199124,7300,0,2320.2,3022.508098,117.5774189,0.14113726,DDoS
597984,5,0,30,0,6,6,6,0,0,0,0,0,50.16856638,8.361427731,DDoS
9785802,4,0,24,0,6,6,6,0,0,0,0,0,2.452532761,0.40875546,DDoS
50011,4,0,24,0,6,6,6,0,0,0,0,0,479.8944232,79.98240387,DDoS
2990681,4,0,24,0,6,6,6,0,0,0,0,0,8.024928102,1.337488017,DDoS
10887742,5,0,30,0,6,6,6,0,0,0,0,0,2.755392257,0.459232043,DDoS
1357043,4,0,24,0,6,6,6,0,0,0,0,0,17.68551181,2.947585301,DDoS
33019,3,5,26,11601,20,0,8.666666667,10.26320288,4380,0,2320.2,2207.341206,352130.5915,242.2847451,DDoS
73125239,9,6,62,11607,20,0,6.888888889,5.30199124,5840,0,1934.5,2538.919278,159.5755468,0.205127535,DDoS
583589,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,19933.54912,11.99474288,DDoS
1583233,3,5,26,11607,20,0,8.666666667,10.26320288,5840,0,2321.4,3173.373883,7347.623502,5.052951777,DDoS
269441,3,5,26,11601,20,0,8.666666667,10.26320288,8760,0,2320.2,3668.897,43152.30422,29.69110121,DDoS
1875141,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,6203.800141,4.799639067,DDoS
7408855,4,0,24,0,6,6,6,0,0,0,0,0,3.239366947,0.539894491,DDoS
860985,4,0,24,0,6,6,6,0,0,0,0,0,27.87505009,4.645841681,DDoS
170897,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,68070.24114,52.66330012,DDoS
13217623,4,0,24,0,6,6,6,0,0,0,0,0,1.815757644,0.302626274,DDoS
995979,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,11673.94092,7.028260636,DDoS
3949940,5,0,30,0,6,6,6,0,0,0,0,0,7.595052077,1.265842013,DDoS
82144360,8,5,56,11607,20,0,7,5.656854249,10135,0,2321.4,4413.201989,141.9817502,0.158257974,DDoS
357675,3,6,26,11601,20,0,8.666666667,10.26320288,5840,0,1933.5,2189.772933,32507.16433,25.16250786,DDoS
62760,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,185356.9152,111.5360102,DDoS
9783807,5,0,30,0,6,6,6,0,0,0,0,0,3.066291066,0.511048511,DDoS
1368092,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,8503.083126,5.116614964,DDoS
8788772,5,0,30,0,6,6,6,0,0,0,0,0,3.413446156,0.568907693,DDoS
75007147,8,5,56,11607,20,0,7,5.656854249,7215,0,2321.4,3327.769794,155.4918493,0.173316817,DDoS
8067925,4,0,24,0,6,6,6,0,0,0,0,0,2.974742576,0.495790429,DDoS
55614,3,5,26,11601,20,0,8.666666667,10.26320288,7300,0,2320.2,3022.508098,209066.0625,143.8486712,DDoS
345410,3,5,26,11607,20,0,8.666666667,10.26320288,10220,0,2321.4,4455.182578,33678.81648,23.16088127,DDoS
115080,5,0,30,0,6,6,6,0,0,0,0,0,260.6882169,43.44803615,DDoS
160774,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,72356.22675,43.53937826,DDoS
3900909,4,0,24,0,6,6,6,0,0,0,0,0,6.152412169,1.025402028,DDoS
431285,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,26958.97145,20.86787159,DDoS
5813861,4,0,24,0,6,6,6,0,0,0,0,0,4.128065669,0.688010945,DDoS
638730,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,18212.70333,14.09046076,DDoS
10627581,5,0,30,0,6,6,6,0,0,0,0,0,2.822843693,0.470473949,DDoS
1611851,3,5,26,11601,20,0,8.666666667,10.26320288,4380,0,2320.2,2207.341206,7213.445908,4.963237917,DDoS
2409804,5,0,30,0,6,6,6,0,0,0,0,0,12.44914524,2.07485754,DDoS
7074506,7,5,50,11601,20,0,7.142857143,6.094494002,7215,0,2320.2,2991.555649,1646.899444,1.696231511,DDoS
10282732,5,0,30,0,6,6,6,0,0,0,0,0,2.917512583,0.486252097,DDoS
81254452,9,5,62,11607,20,0,6.888888889,5.30199124,10135,0,2321.4,4413.201989,143.6105926,0.172298251,DDoS
1401893,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,8298.065544,6.419890819,DDoS
8267816,5,0,30,0,6,6,6,0,0,0,0,0,3.628527776,0.604754629,DDoS
3900918,5,0,30,0,6,6,6,0,0,0,0,0,7.690497468,1.281749578,DDoS
82269397,8,5,56,11601,20,0,7,5.656854249,4380,0,2320.2,2207.341206,141.6930283,0.158017446,DDoS
3424953,4,0,24,0,6,6,6,0,0,0,0,0,7.00739543,1.167899238,DDoS
681798,3,5,26,11601,20,0,8.666666667,10.26320288,5840,0,2320.2,2436.833027,17053.43812,11.73368065,DDoS
2965994,5,0,30,0,6,6,6,0,0,0,0,0,10.11465296,1.685775494,DDoS
8089554,7,5,50,11607,20,0,7.142857143,6.094494002,7215,0,2321.4,3327.769794,1440.994151,1.483394511,DDoS
45907,3,5,26,11601,20,0,8.666666667,10.26320288,8760,0,2320.2,3668.897,253272.9213,174.2653626,DDoS
5188196,4,0,24,0,6,6,6,0,0,0,0,0,4.625885375,0.770980896,DDoS
9083752,5,0,30,0,6,6,6,0,0,0,0,0,3.302600071,0.550433345,DDoS
73691017,8,7,56,11607,20,0,7,5.656854249,5840,0,1658.142857,2127.59774,158.2689516,0.203552626,DDoS
7273826,4,0,24,0,6,6,6,0,0,0,0,0,3.299501528,0.549916921,DDoS
3522901,4,0,24,0,6,6,6,0,0,0,0,0,6.812567256,1.135427876,DDoS
10277744,4,0,24,0,6,6,6,0,0,0,0,0,2.33514281,0.389190468,DDoS
47719,3,5,26,11601,20,0,8.666666667,10.26320288,5840,0,2320.2,2634.749552,243655.567,167.6481066,DDoS
37062,3,5,26,11607,20,0,8.666666667,10.26320288,8760,0,2321.4,3802.315321,313879.4453,215.8545141,DDoS
1748466,3,5,26,11601,20,0,8.666666667,10.26320288,4380,0,2320.2,2207.341206,6649.82905,4.575439271,DDoS
542345,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,21449.44639,14.75075828,DDoS
7999847,8,6,56,11601,20,0,7,5.656854249,5840,0,1933.5,2189.772933,1457.152868,1.750033469,DDoS
1262724,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,9212.622869,5.543570883,DDoS
1231862,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,9443.427916,7.306013174,DDoS
94437583,8,5,56,11607,20,0,7,5.656854249,7300,0,2321.4,3346.363967,123.4995606,0.13765706,DDoS
589263,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,19741.60943,11.87924577,DDoS
2988954,4,0,24,0,6,6,6,0,0,0,0,0,8.029564858,1.33826081,DDoS
74263511,8,6,56,11607,20,0,7,5.656854249,5840,0,1934.5,2375.523332,157.0488635,0.188517885,DDoS
12102688,5,0,30,0,6,6,6,0,0,0,0,0,2.478788183,0.413131364,DDoS
8957782,4,0,24,0,6,6,6,0,0,0,0,0,2.679234659,0.44653911,DDoS
405292,3,6,26,11607,20,0,8.666666667,10.26320288,5755,0,1934.5,2529.124572,28702.76245,22.20621182,DDoS
30105,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,386414.2169,265.7365886,DDoS
81485870,9,5,62,11601,20,0,6.888888889,5.30199124,5840,0,2320.2,2436.833027,143.1291094,0.171808928,DDoS
844471,3,6,26,11607,20,0,8.666666667,10.26320288,5755,0,1934.5,2529.124572,13775.48785,10.65755958,DDoS
751250,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,15484.85857,10.64891847,DDoS
22593341,4,0,24,0,6,6,6,0,0,0,0,0,1.062259893,0.177043316,DDoS
517240,3,5,26,11601,20,0,8.666666667,10.26320288,5840,0,2320.2,2436.833027,22478.92661,15.46670791,DDoS
37917,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,306643.4581,237.3605507,DDoS
1268018,5,0,30,0,6,6,6,0,0,0,0,0,23.65897014,3.94316169,DDoS
4875868,6,0,36,0,6,6,6,0,0,0,0,0,7.383300778,1.23055013,DDoS
855782,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,13593.41515,8.179653229,DDoS
1594970,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,7293.554111,4.388797281,DDoS
1396278,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,8331.43543,5.729518047,DDoS
7789819,6,0,36,0,6,6,6,0,0,0,0,0,4.621416749,0.770236125,DDoS
7279811,4,0,24,0,6,6,6,0,0,0,0,0,3.296788886,0.549464814,DDoS
70824752,8,5,56,11607,20,0,7,5.656854249,8675,0,2321.4,3769.536019,164.6740676,0.183551649,DDoS
10220785,5,0,30,0,6,6,6,0,0,0,0,0,2.935195291,0.489199215,DDoS
4226816,4,0,24,0,6,6,6,0,0,0,0,0,5.678032827,0.946338804,DDoS
101382037,8,5,56,11607,20,0,7,5.656854249,10135,0,2321.4,4413.201989,115.0401032,0.128227844,DDoS
5995844,5,0,30,0,6,6,6,0,0,0,0,0,5.003465734,0.833910956,DDoS
53633,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,216900.0429,167.8071337,DDoS
72823430,8,5,56,11607,20,0,7,5.656854249,10135,0,2321.4,4413.201989,160.1544997,0.178513976,DDoS
6136813,4,0,24,0,6,6,6,0,0,0,0,0,3.910824723,0.65180412,DDoS
1175277,3,5,26,11607,20,0,8.666666667,10.26320288,5840,0,2321.4,3173.373883,9898.092109,6.806905946,DDoS
194997,5,0,30,0,6,6,6,0,0,0,0,0,153.8485207,25.64142012,DDoS
